company_name,domain,funding_usd,status,sector,shutdown_date,notes
Unfurl,unfurlcuisine.com,,inactive,consumer,,A virtual food hall that delivers; YC Winter 2021; Source: YC
SlashAuth,slashauth.com,,inactive,b2b,,The solution for fine-grained access control in web3; YC Winter 2021; Source: YC
Observa,observa.com,,inactive,b2b,,Catch accidental database exposures before the bad guys; YC Winter 2021; Source: YC
Queenly,queenly.com,,inactive,consumer,,Leading marketplace for formalwear; YC Winter 2021; Source: YC
Triplit,triplit.dev,,inactive,b2b,,The best database for app developers; YC Winter 2021; Source: YC
JoinSub,joinsub.com,,inactive,fintech,,India's first aggregator and provider of local business subscriptions; YC Winter 2021; Source: YC
Krab,krab.in,,inactive,fintech,,Instant loans for trucking companies in India; YC Winter 2021; Source: YC
CoVerified,coverified.us,,inactive,healthcare,,Using infection data to keep organizations safe; YC Winter 2021; Source: YC
Clay,clay3d.io,,inactive,b2b,,Figma for 3D design; YC Winter 2021; Source: YC
GoBuild (fka Brick),go.build,,inactive,fintech,,The payments solution for small scale construction.; YC Winter 2021; Source: YC
BeWell Digital,bewelldigital.com,,inactive,healthcare,,Building the operating system for diagnosis.; YC Winter 2021; Source: YC
Finary,about.finary.io,,inactive,fintech,,Discord for investing.; YC Winter 2021; Source: YC
noHQ,nohq.com,,inactive,b2b,,International contractor and multi country payroll; YC Winter 2021; Source: YC
Charge Running,chargerunning.com,,inactive,consumer,,Provides live; virtual running classes to runners all around the world; YC Winter 2021; Source: YC
Noya,noya.co,,inactive,industrials,,Radically reducing capital costs and build time for direct air capture; YC Winter 2021; Source: YC
YourQuote,yourquote.in,,inactive,consumer,,YourQuote is India's largest writing platform; YC Winter 2021; Source: YC
Huddlefire,huddlefire.com,,inactive,b2b,,Turbocharge customer acquisition through exclusive SaaS partnerships; YC Winter 2021; Source: YC
Faction,faction.us,,inactive,industrials,,Driverless electric vehicles at a fraction of the cost of a car.; YC Winter 2021; Source: YC
June,june.so,,inactive,b2b,,June is the new way to do product analytics; YC Winter 2021; Source: YC
ControlHub,controlhub.com,,inactive,b2b,,Purchasing Software | Procure-to-Pay SaaS; YC Winter 2021; Source: YC
Lalabox,lalabox.io,,inactive,consumer,,Live stream shopping for beauty products; YC Winter 2021; Source: YC
Purpose Finance,purposefinance.com,,inactive,fintech,,Accelerating the shift to a more transparent economy; YC Winter 2021; Source: YC
Invoid,invoid.co,,inactive,b2b,,Create identity verification workflows the way you want; YC Winter 2021; Source: YC
Noble,benoble.io,,inactive,b2b,,Risk decisioning platform; YC Winter 2021; Source: YC
Nimbus,nimbus.dev,,inactive,b2b,,Nimbus reduces Datadog costs by more than 60% without Manual Effort; YC Winter 2021; Source: YC
Platypus,getplatypus.com,,inactive,b2b,,The Distributed Data Operating System; YC Winter 2021; Source: YC
Milk Video,milkvideo.com,,inactive,b2b,,Create video testimonials with a link; YC Winter 2021; Source: YC
Finantier,finantier.co,,inactive,fintech,,Plaid for Southeast Asia; YC Winter 2021; Source: YC
Taste,gettaste.com,,inactive,consumer,,Online marketplace for dinners shipped from great restaurants; YC Winter 2021; Source: YC
Launcher Labs,launchcaster.xyz,,inactive,consumer,,Maker of consumer crypto apps: Launchcaster; Frameboard; Maindrop; YC Winter 2021; Source: YC
Aerotime,aerotime.com,,inactive,b2b,,Calendar that kills time fragmentation; YC Winter 2021; Source: YC
Fable,tryfable.com,,inactive,b2b,,The command center for product teams; YC Winter 2021; Source: YC
Moxion Power Co.,moxionpower.com,,inactive,industrials,,Mobile Energy Storage Technology; YC Winter 2021; Source: YC
HomeBreeze,homebreeze.com,,inactive,consumer,,The fastest and easiest way to make home upgrades; YC Winter 2021; Source: YC
Eat Blueprint,eatblueprint.com,,inactive,consumer,,Longevity Nutrition Service; YC Winter 2021; Source: YC
Lunatic,lunatic.solutions,,inactive,b2b,,Operating System for server-side apps; YC Winter 2021; Source: YC
Codeball,codeball.ai,,inactive,b2b,,AI-Powered Code Review; YC Winter 2021; Source: YC
Prendea,prendea.com,,inactive,education,,Live afterschool classes for Spanish-speaking kids ages 4 to 15.; YC Winter 2021; Source: YC
Dataherald,dataherald.com,,inactive,b2b,,Embed NL-to-SQL into your Product 📈; YC Winter 2021; Source: YC
Moonshot Brands,moonshotbrands.com,,inactive,fintech,,Buy and grow profitable e-commerce companies selling on Amazon and DTC; YC Winter 2021; Source: YC
Galaxy,galaxysdk.com,,inactive,b2b,,Social SDK for games; YC Winter 2021; Source: YC
Dressd,dressd.com,,inactive,consumer,,Make infinite $$$ off of clothes in your closet without selling them; YC Winter 2021; Source: YC
Cheqout,cheqout.com,,inactive,fintech,,Mobile ordering & payments for Brick & Mortars; YC Winter 2021; Source: YC
Mezli,mezli.com,,inactive,consumer,,Autonomous restaurants that make great; affordable meals.; YC Winter 2021; Source: YC
Blink,blinklastmile.com,,inactive,industrials,,Same-day delivery for e-commerce companies in Europe.; YC Winter 2021; Source: YC
Outfit,buildoutfit.com,,inactive,consumer,,DIY renovations in a box. Materials; tools; and instructions delivered; YC Winter 2021; Source: YC
boitas.com,boitas.com,,inactive,b2b,,Largest B2B eCommerce platform for SMBs in Latin America.; YC Winter 2021; Source: YC
Avion School,avionschool.com,,inactive,education,,We teach Filipinos to become remote software engineers globally.; YC Winter 2021; Source: YC
MeetAnyway,meetanyway.com,,inactive,b2b,,We help run engaging online conferences.; YC Winter 2021; Source: YC
MindPortal,mindportal.com,,inactive,consumer,,Thought-to-Language AI Models; YC Winter 2021; Source: YC
Alltruists,alltruists.com,,inactive,consumer,,Kid-friendly; at-home volunteer projects in a box; delivered bimonthly; YC Winter 2021; Source: YC
Zage,tryzage.com,,inactive,fintech,,Pay by bank and earn rewards; YC Summer 2021; Source: YC
Hyperseed,hyperseed.com,,inactive,b2b,,Zapier for billing; YC Summer 2021; Source: YC
Mentorcam,mentor.cam,,inactive,education,,Mentorship from leaders of the world's best companies; YC Summer 2021; Source: YC
Lobby,uselobby.com,,inactive,healthcare,,Local onboarding for the $200B health tourism industry; YC Summer 2021; Source: YC
Hedgehog,hedgehog.app,,inactive,fintech,,Cryptocurrency Robo-adviser. Buy. Balance. Relax.; YC Summer 2021; Source: YC
Wabi,wabi.build,,inactive,b2b,,We are Shopify for the $15B creator economy in LATAM; YC Summer 2021; Source: YC
Gobillion,gobillion.co,,inactive,consumer,,Pinduoduo for India; YC Summer 2021; Source: YC
Jupe,jupe.com,,inactive,real-estate/construction,,Just add land; YC Summer 2021; Source: YC
FirstQuadrant,firstquadrant.ai,,inactive,b2b,,Sales AI that helps revenue teams move faster and close more deals.; YC Summer 2021; Source: YC
SolarMente,solarmente.es,,inactive,consumer,,Home electrification at $0 upfront cost; YC Summer 2021; Source: YC
Buzzle,buzzle.ai,,inactive,b2b,,Automatic voice-of-customer trends & metrics from sales conversations.; YC Summer 2021; Source: YC
Flowbo,flowbo.co,,inactive,fintech,,Pipe for online businesses; YC Summer 2021; Source: YC
Akudo,akudo.in,,inactive,fintech,,India's first learning-focused neobank for teenagers; YC Summer 2021; Source: YC
V-Flow Medical,vflowmedicalinc.com,,inactive,healthcare,,Transforming the lives of millions of women suffering from chronic…; YC Summer 2021; Source: YC
Abbot,ab.bot,,inactive,b2b,,Your Customer Success Co-Pilot; YC Summer 2021; Source: YC
Lariat Data,lariatdata.com,,inactive,b2b,,Observability for Data Engineering Teams; YC Summer 2021; Source: YC
Nexus,nexushq.com,,inactive,fintech,,Nexus  offers a unified checking and investment account.; YC Summer 2021; Source: YC
Patterns,patterns.app,,inactive,b2b,,Next-Gen Financial Analysis and Reporting with AI Agents; YC Summer 2021; Source: YC
Commery,trycommery.com,,inactive,real-estate/construction,,Marketplace to lease commercial real estate; YC Summer 2021; Source: YC
Kindamagical,kindamagical.com,,inactive,b2b,,Create + share amazing product GIFs in minutes ⚡️; YC Summer 2021; Source: YC
Micro Meat,micromeat.com,,inactive,industrials,,Technologies for scaling up cultured/clean meat production; YC Summer 2021; Source: YC
SenpAI.GG,senpai.gg,,inactive,consumer,,Personal gaming coach for PC gamers globally; YC Summer 2021; Source: YC
Perfekto,perfekto.mx,,inactive,consumer,,Grocery subscription service against food waste in Latam; YC Summer 2021; Source: YC
Covie,covie.com,,inactive,fintech,,Programmatic building blocks for transacting with insurance; YC Summer 2021; Source: YC
Ivella,ivella.com,,inactive,fintech,,Banking and savings products designed for couples; YC Summer 2021; Source: YC
OneStopKitchen,onestopkitchen.com,,inactive,consumer,,AI-Driven Tech & Space Optimization to Scale Restaurants; YC Summer 2021; Source: YC
Scratch Data,scratchdata.com,,inactive,b2b,,Analytics for builders. Record and query billions of datapoints with…; YC Summer 2021; Source: YC
Ruta Health,rutahealth.com,,inactive,b2b,,Async personalized and actionable health education by real doctors; YC Summer 2021; Source: YC
Apollo,withapollo.com,,inactive,fintech,,The card that rewards you with stock; YC Summer 2021; Source: YC
Hypercontext,hypercontext.com,,inactive,b2b,,Meeting agendas; notes; & goals that tie back to your OKRs; YC Summer 2021; Source: YC
Comet Health,trycomet.com,,inactive,healthcare,,Digital platform for pelvic floor physical therapy; YC Summer 2021; Source: YC
FastFarma,fastfarma.com,,inactive,healthcare,,Digital pharmacy for Latam; that saves you money and time.; YC Summer 2021; Source: YC
Milky Way AI,milkyway.ai,,inactive,b2b,,Mobile app for CPG brands to connect to millions of stores globally; YC Summer 2021; Source: YC
Mixr,mixronline.com,,inactive,b2b,,Team building through online game tournaments.; YC Summer 2021; Source: YC
Forage Mail,foragemail.com,,inactive,consumer,,AI that solves email overwhelm. Not another mail app.; YC Summer 2021; Source: YC
Kodda,kodda.com,,inactive,healthcare,,YC Summer 2021; Source: YC
Hera,hera.so,,inactive,b2b,,Calendar app to prepare; join and follow-up on virtual meetings; YC Summer 2021; Source: YC
Heimdal,heimdalccu.com,,inactive,industrials,,Affordable and verified direct air carbon capture and storage; YC Summer 2021; Source: YC
Levo,levo.mx,,inactive,fintech,,Treasury management platform for SMBs to optimize idle cash in Latam; YC Summer 2021; Source: YC
outloud.ai,outloud.ai,,inactive,b2b,,Building Gong.io for offline retail.; YC Summer 2021; Source: YC
Revery AI,revery.ai,,inactive,consumer,,Tiktok for fashion - where designers show their work + build traction; YC Summer 2021; Source: YC
Onsite Pro,onsitepro.co,,inactive,b2b,,Revolutionizing digital selling within HVAC; YC Summer 2021; Source: YC
Algofi,algofi.org,,inactive,fintech,,Building the new financial system; YC Summer 2021; Source: YC
Dime,dime.io,,inactive,b2b,,Instant E2E tests for your website; YC Summer 2021; Source: YC
Ruth Health,ruthhealth.com,,inactive,healthcare,,Telehealth hub for pregnant people 🧡; YC Summer 2021; Source: YC
Verde,verde.agr.br,,inactive,fintech,,Digital lending platform for Brazilian farmers; YC Summer 2021; Source: YC
Membo,membo.ee,,inactive,consumer,,Groceries fresher than a farmer’s market; delivered to you (EU); YC Summer 2021; Source: YC
Moving Parts,movingparts.io,,inactive,b2b,,Delightful components for iOS.; YC Summer 2021; Source: YC
Canopi,canopi.cash,,inactive,b2b,,API to measure and eliminate carbon emissions; YC Summer 2021; Source: YC
Opkit,opkit.co,,inactive,healthcare,,AI phone calls for the US healthcare industry; YC Summer 2021; Source: YC
Mindmesh,mindmesh.com,,inactive,b2b,,Mindmesh is the virtual desk that puts you in control.; YC Summer 2021; Source: YC
Squire.ai,squire.ai,,inactive,b2b,,Never code alone.; YC Summer 2021; Source: YC
Spoken,spoken.io,,inactive,consumer,,Never overpay online; YC Summer 2021; Source: YC
BlackOakTV,blackoak.tv,,inactive,consumer,,A video subscription platform serving black viewers and creators.; YC Summer 2021; Source: YC
Protego,protegosolutions.io,,inactive,b2b,,We help companies recover lost revenue from chargebacks; YC Summer 2021; Source: YC
Talentdrop,talentdrop.com,,inactive,b2b,,Your personal hiring page.; YC Summer 2021; Source: YC
OneShop,oneshop.com,,inactive,consumer,,List on multiple resale marketplaces; YC Summer 2021; Source: YC
Quest,quest.app,,inactive,consumer,,Audio career advice; YC Summer 2021; Source: YC
Cache,grabcache.com,,inactive,consumer,,Online convenience stores fulfilled by tiny; automated dark stores.; YC Summer 2021; Source: YC
Northwind,northwindskin.com,,inactive,healthcare,,Tele-dermatology for chronic skin conditions; YC Winter 2022; Source: YC
Pelm,pelm.com,,inactive,b2b,,Plaid for utilities; YC Winter 2022; Source: YC
Wingback,wingback.com,,inactive,b2b,,Wingback provides tools and APIs for SaaS pricing and packaging.; YC Winter 2022; Source: YC
FlowDeploy,flowdeploy.com,,inactive,b2b,,Bioinformatics pipelines in the cloud; YC Winter 2022; Source: YC
Cherry Recommends,cherry.ai,,inactive,b2b,,Promotion management platform; YC Winter 2022; Source: YC
CoffeeAI,get-coffee.ai,,inactive,b2b,,Instant; hyper-personalized; AI-powered outreach messages; YC Winter 2022; Source: YC
Supertone,supertone.com,,inactive,consumer,,Share sounds with other musicians online; YC Winter 2022; Source: YC
PeakPath,peakpath.com,,inactive,b2b,,Smartwatch powered coaching to improve teams sustainable performance; YC Winter 2022; Source: YC
Pursuit,pursuit-properties.com,,inactive,real-estate/construction,,Turnkey co-ownership & management of properties; YC Winter 2022; Source: YC
Skillza,skillza.co,,inactive,education,,Skillza builds simple tools for teachers and schools in MEA; YC Winter 2022; Source: YC
Castia,castia.com,,inactive,real-estate/construction,,Built Rewards for Latam. Pay Rent and get benefits.; YC Winter 2022; Source: YC
Ozone,ozone.pro,,inactive,consumer,,Figma for video; YC Winter 2022; Source: YC
Valari,valari.co,,inactive,fintech,,Embedded finance platform for LatAm.; YC Winter 2022; Source: YC
Whiz,whiz.id,,inactive,fintech,,Transforming Finances; Maximizing Your Money Potential.; YC Winter 2022; Source: YC
